hypothesis_index,hypothesis_id,family_id,cluster_id,expected_nested_pairs,valid_nested_pairs,cluster_effect_available,cluster_effect,cluster_worst_case_bound,cluster_best_case_bound
8,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__MATCHED_SHADE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF6,10,10,true,0.26767269338823807,0.26767269338823807,0.26767269338823807
8,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__MATCHED_SHADE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF7,10,10,true,0.10555902206254322,0.10555902206254322,0.10555902206254322
8,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__MATCHED_SHADE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF8,10,10,true,0.20644529167623529,0.20644529167623529,0.20644529167623529
8,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__MATCHED_SHADE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF9,10,0,false,,-1,1
9,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_GDE3_STANDARD_PARETO_DE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF1,10,10,true,0.2235416634986222,0.2235416634986222,0.2235416634986222
9,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_GDE3_STANDARD_PARETO_DE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF10,10,10,true,0.30103920047571664,0.30103920047571664,0.30103920047571664
9,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_GDE3_STANDARD_PARETO_DE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF11,10,10,true,0.20553403275199744,0.20553403275199744,0.20553403275199744
9,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_GDE3_STANDARD_PARETO_DE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF12,10,10,true,0.24586666344483601,0.24586666344483601,0.24586666344483601
9,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_GDE3_STANDARD_PARETO_DE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF13,10,10,true,0.29751640165113291,0.29751640165113291,0.29751640165113291
9,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_GDE3_STANDARD_PARETO_DE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF14,10,10,true,0.042135990613616225,0.042135990613616225,0.042135990613616225
9,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_GDE3_STANDARD_PARETO_DE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF15,10,10,true,0.23662759369553618,0.23662759369553618,0.23662759369553618
9,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_GDE3_STANDARD_PARETO_DE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF2,10,10,true,0.37203429005934641,0.37203429005934641,0.37203429005934641
9,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_GDE3_STANDARD_PARETO_DE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF3,10,10,true,0.1660253664116409,0.1660253664116409,0.1660253664116409
9,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_GDE3_STANDARD_PARETO_DE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF4,10,10,true,0.22306528074723586,0.22306528074723586,0.22306528074723586
9,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_GDE3_STANDARD_PARETO_DE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF5,10,10,true,0.038411917679785509,0.038411917679785509,0.038411917679785509
9,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_GDE3_STANDARD_PARETO_DE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF6,10,10,true,0.33701849333535716,0.33701849333535716,0.33701849333535716
9,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_GDE3_STANDARD_PARETO_DE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF7,10,10,true,0.11989809348571666,0.11989809348571666,0.11989809348571666
9,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_GDE3_STANDARD_PARETO_DE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF8,10,10,true,0.21218308104522601,0.21218308104522601,0.21218308104522601
9,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_GDE3_STANDARD_PARETO_DE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF9,10,0,false,,-1,1
10,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF1,10,10,true,0.014698963733108339,0.014698963733108339,0.014698963733108339
10,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF10,10,10,true,0.029684242574240075,0.029684242574240075,0.029684242574240075
10,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF11,10,10,true,0.0095241667924120255,0.0095241667924120255,0.0095241667924120255
10,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF12,10,10,true,0.048858330246486302,0.048858330246486302,0.048858330246486302
10,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF13,10,10,true,0.026379606025486828,0.026379606025486828,0.026379606025486828
10,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF14,10,10,true,0.0013134367626851939,0.0013134367626851939,0.0013134367626851939
10,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF15,10,10,true,0.025521761192818987,0.025521761192818987,0.025521761192818987
10,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF2,10,10,true,0.0063564758901314073,0.0063564758901314073,0.0063564758901314073
10,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF3,10,10,true,0.033157561406591117,0.033157561406591117,0.033157561406591117
10,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF4,10,10,true,-0.029248993172290252,-0.029248993172290252,-0.029248993172290252
10,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF5,10,10,true,-0.084077582682468205,-0.084077582682468205,-0.084077582682468205
10,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF6,10,10,true,-0.0013613060071878903,-0.0013613060071878903,-0.0013613060071878903
10,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF7,10,10,true,-0.020339239431550041,-0.020339239431550041,-0.020339239431550041
10,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF8,10,10,true,-0.0010706627887421716,-0.0010706627887421716,-0.0010706627887421716
10,E1_DYNAMIC__DT-RAMDE_TS2_FULL__VS__JMETALPY_1_7_NSGAII_DYNAMIC_RESTART_BRIDGE__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,CDF9,10,0,false,,-1,1
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/0,5,5,true,0.14697490967927943,0.14697490967927943,0.14697490967927943
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/1,5,5,true,0.11852167009648336,0.11852167009648336,0.11852167009648336
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/2,5,5,true,0.083116165344066448,0.083116165344066448,0.083116165344066448
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/3,5,5,true,-0.05972761924733129,-0.05972761924733129,-0.05972761924733129
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/4,5,5,true,0.17809712521968293,0.17809712521968293,0.17809712521968293
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/5,5,5,true,0.13329188544823994,0.13329188544823994,0.13329188544823994
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/6,5,5,true,0.091516250087885331,0.091516250087885331,0.091516250087885331
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/7,5,5,true,0.018175586711385749,0.018175586711385749,0.018175586711385749
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-REJECTION/0,5,5,true,0.098034753089664944,0.098034753089664944,0.098034753089664944
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-REJECTION/1,5,5,true,0.091600252014680361,0.091600252014680361,0.091600252014680361
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-REJECTION/2,5,5,true,0.13897328110323764,0.13897328110323764,0.13897328110323764
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-REJECTION/3,5,5,true,0.13279361589732813,0.13279361589732813,0.13279361589732813
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-REJECTION/4,5,5,true,0.11308507794949485,0.11308507794949485,0.11308507794949485
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-REJECTION/5,5,5,true,0.10364704463252242,0.10364704463252242,0.10364704463252242
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-REJECTION/6,5,5,true,0.16842045850062687,0.16842045850062687,0.16842045850062687
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-REJECTION/7,5,5,true,0.072725505365048473,0.072725505365048473,0.072725505365048473
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SHOCK/0,5,5,true,0.10363920278033005,0.10363920278033005,0.10363920278033005
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SHOCK/1,5,5,true,0.097466489137624526,0.097466489137624526,0.097466489137624526
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SHOCK/2,5,5,true,0.12512413858591578,0.12512413858591578,0.12512413858591578
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SHOCK/3,5,5,true,-0.077139783739416129,-0.077139783739416129,-0.077139783739416129
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SHOCK/4,5,5,true,0.066926116383866835,0.066926116383866835,0.066926116383866835
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SHOCK/5,5,5,true,0.062449719645737936,0.062449719645737936,0.062449719645737936
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SHOCK/6,5,5,true,0.013911065511389653,0.013911065511389653,0.013911065511389653
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SHOCK/7,5,5,true,0.13088690825501656,0.13088690825501656,0.13088690825501656
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SMOOTH/0,5,5,true,0.090636535823404391,0.090636535823404391,0.090636535823404391
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SMOOTH/1,5,5,true,-0.0036510731050395373,-0.0036510731050395373,-0.0036510731050395373
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SMOOTH/2,5,5,true,0.11324441072124949,0.11324441072124949,0.11324441072124949
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SMOOTH/3,5,5,true,0.080637989871117213,0.080637989871117213,0.080637989871117213
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SMOOTH/4,5,5,true,-0.033260551894496726,-0.033260551894496726,-0.033260551894496726
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SMOOTH/5,5,5,true,0.10675248414498431,0.10675248414498431,0.10675248414498431
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SMOOTH/6,5,5,true,-0.12131775581684186,-0.12131775581684186,-0.12131775581684186
11,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_FIXED_DE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SMOOTH/7,5,5,true,0.1479091080014116,0.1479091080014116,0.1479091080014116
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/0,5,5,true,0.14045479122046003,0.14045479122046003,0.14045479122046003
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/1,5,5,true,0.10881847661905271,0.10881847661905271,0.10881847661905271
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/2,5,5,true,0.076995791346129411,0.076995791346129411,0.076995791346129411
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/3,5,5,true,-0.06157589061030154,-0.06157589061030154,-0.06157589061030154
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/4,5,5,true,0.16835297296979643,0.16835297296979643,0.16835297296979643
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/5,5,5,true,0.13020454123001926,0.13020454123001926,0.13020454123001926
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/6,5,5,true,0.088650396699437306,0.088650396699437306,0.088650396699437306
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/7,5,5,true,0.024891019304406136,0.024891019304406136,0.024891019304406136
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-REJECTION/0,5,5,true,0.087136037652953996,0.087136037652953996,0.087136037652953996
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-REJECTION/1,5,5,true,0.086814291117235293,0.086814291117235293,0.086814291117235293
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-REJECTION/2,5,5,true,0.11651040776911226,0.11651040776911226,0.11651040776911226
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-REJECTION/3,5,5,true,0.12601305449109643,0.12601305449109643,0.12601305449109643
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-REJECTION/4,5,5,true,0.1066023529095339,0.1066023529095339,0.1066023529095339
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-REJECTION/5,5,5,true,0.10574176687713663,0.10574176687713663,0.10574176687713663
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-REJECTION/6,5,5,true,0.15420268303056306,0.15420268303056306,0.15420268303056306
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-REJECTION/7,5,5,true,0.064440925945317112,0.064440925945317112,0.064440925945317112
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SHOCK/0,5,5,true,0.091048742593806645,0.091048742593806645,0.091048742593806645
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SHOCK/1,5,5,true,0.094294143475925393,0.094294143475925393,0.094294143475925393
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SHOCK/2,5,5,true,0.11943226575343065,0.11943226575343065,0.11943226575343065
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SHOCK/3,5,5,true,0.004397344539099457,0.004397344539099457,0.004397344539099457
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SHOCK/4,5,5,true,0.064783313366873999,0.064783313366873999,0.064783313366873999
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SHOCK/5,5,5,true,0.05005100731488539,0.05005100731488539,0.05005100731488539
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SHOCK/6,5,5,true,0.016743610210585413,0.016743610210585413,0.016743610210585413
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SHOCK/7,5,5,true,0.12390223007362129,0.12390223007362129,0.12390223007362129
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SMOOTH/0,5,5,true,0.090286708015552414,0.090286708015552414,0.090286708015552414
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SMOOTH/1,5,5,true,-0.0044738664504192279,-0.0044738664504192279,-0.0044738664504192279
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SMOOTH/2,5,5,true,0.11172294398565803,0.11172294398565803,0.11172294398565803
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SMOOTH/3,5,5,true,0.081774041095736424,0.081774041095736424,0.081774041095736424
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SMOOTH/4,5,5,true,-0.034936886627686035,-0.034936886627686035,-0.034936886627686035
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SMOOTH/5,5,5,true,0.099190509990360082,0.099190509990360082,0.099190509990360082
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SMOOTH/6,5,5,true,-0.13291709749720834,-0.13291709749720834,-0.13291709749720834
12,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_JDE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-SMOOTH/7,5,5,true,0.14736721251032259,0.14736721251032259,0.14736721251032259
13,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_SHADE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/0,5,5,true,0.17974234652665358,0.17974234652665358,0.17974234652665358
13,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_SHADE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/1,5,5,true,0.14541403476226117,0.14541403476226117,0.14541403476226117
13,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_SHADE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/2,5,5,true,0.10607941078915206,0.10607941078915206,0.10607941078915206
13,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_SHADE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/3,5,5,true,-0.012399439248477029,-0.012399439248477029,-0.012399439248477029
13,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_SHADE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/4,5,5,true,0.21896029089211755,0.21896029089211755,0.21896029089211755
13,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_SHADE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/5,5,5,true,0.19198273579844521,0.19198273579844521,0.19198273579844521
13,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_SHADE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/6,5,5,true,0.11465679279024057,0.11465679279024057,0.11465679279024057
13,E1_ROLLING__DT-RAMDE_TS2_FULL__VS__MATCHED_SHADE_STYLE_PARETO__ANYTIME_NHV_AUC,E1_PRIMARY_ANYTIME,RR-INTERMITTENT/7,5,5,true,0.041420441406171848,0.041420441406171848,0.041420441406171848
