task_id,schedule_index,workload_id,unit_id,method_id,replicate_index,task_status,endpoint_status,anytime_nhv_auc,final_nhv,transfer_early_auc,timeout_carried_forward_event_count
r8c-0521-14e25a7c686e5162,521,E1_STATIC,LIRCMOP9,JMETALPY_1_7_NSGAII_STATIC_CMOEA,6,COMPLETE,INCLUDED,0.11170857258612904,0.144398421151229,,0
r8c-0522-895b90e7336b8d3a,522,E1_STATIC,LIRCMOP9,F22_MG_STATIC,7,COMPLETE,INCLUDED,0.1713207173812297,0.23301210340720596,,0
r8c-0523-5b7f9f1b34c09c39,523,E1_STATIC,LIRCMOP9,MATCHED_FIXED_DE_PARETO,7,COMPLETE,INCLUDED,0.10524893568620661,0.19338822198914374,,0
r8c-0524-3c299c38304756f0,524,E1_STATIC,LIRCMOP9,MATCHED_JDE_STYLE_PARETO,7,COMPLETE,INCLUDED,0.17261408429426084,0.28001853516054076,,0
r8c-0525-b7ef6ac6812af01a,525,E1_STATIC,LIRCMOP9,MATCHED_SHADE_STYLE_PARETO,7,COMPLETE,INCLUDED,0.0744901188294452,0.09638629446563347,,0
r8c-0526-83682823ae3ffdd3,526,E1_STATIC,LIRCMOP9,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,7,COMPLETE,INCLUDED,0.12771976993016437,0.17145542813320505,,0
r8c-0527-17a6616f9ddd5e10,527,E1_STATIC,LIRCMOP9,JMETALPY_1_7_NSGAII_STATIC_CMOEA,7,COMPLETE,INCLUDED,0.11154831959654009,0.19303208976711203,,0
r8c-0528-a7748669d1795388,528,E1_STATIC,LIRCMOP9,F22_MG_STATIC,8,COMPLETE,INCLUDED,0.21075704324124317,0.34870287363579866,,0
r8c-0529-d066071f30bb06cf,529,E1_STATIC,LIRCMOP9,MATCHED_FIXED_DE_PARETO,8,COMPLETE,INCLUDED,0.11230740123123657,0.21093939605610357,,0
r8c-0530-b7b3db408e1123ec,530,E1_STATIC,LIRCMOP9,MATCHED_JDE_STYLE_PARETO,8,COMPLETE,INCLUDED,0.08652057929906815,0.16537197247774588,,0
r8c-0531-d810cb94d9e7d356,531,E1_STATIC,LIRCMOP9,MATCHED_SHADE_STYLE_PARETO,8,COMPLETE,INCLUDED,0.20831521699143224,0.2868568247324219,,0
r8c-0532-82b6d614e21c3e17,532,E1_STATIC,LIRCMOP9,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,8,COMPLETE,INCLUDED,0.14631002311156796,0.22232563128742386,,0
r8c-0533-d5a3cf86ec0d2ac9,533,E1_STATIC,LIRCMOP9,JMETALPY_1_7_NSGAII_STATIC_CMOEA,8,COMPLETE,INCLUDED,0.12878635834174723,0.1980561539766081,,0
r8c-0534-0d177812455e6f25,534,E1_STATIC,LIRCMOP9,F22_MG_STATIC,9,COMPLETE,INCLUDED,0.08620383376545236,0.13134699339467787,,0
r8c-0535-f9ce75f445cee300,535,E1_STATIC,LIRCMOP9,MATCHED_FIXED_DE_PARETO,9,COMPLETE,INCLUDED,0.12318471704363479,0.1755113601506417,,0
r8c-0536-f373ca2cd79873e4,536,E1_STATIC,LIRCMOP9,MATCHED_JDE_STYLE_PARETO,9,COMPLETE,INCLUDED,0.14473637019526814,0.19438287413960278,,0
r8c-0537-a60cbe4c96443913,537,E1_STATIC,LIRCMOP9,MATCHED_SHADE_STYLE_PARETO,9,COMPLETE,INCLUDED,0.1263092632753536,0.17354996872945208,,0
r8c-0538-0b5f69ea11cefeaa,538,E1_STATIC,LIRCMOP9,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,9,COMPLETE,INCLUDED,0.14788137327458528,0.22794550757723284,,0
r8c-0539-43d4afe16c6eb936,539,E1_STATIC,LIRCMOP9,JMETALPY_1_7_NSGAII_STATIC_CMOEA,9,COMPLETE,INCLUDED,0.15016483030048153,0.20335757104369084,,0
r8c-0540-9fc7e084bcc3f768,540,E1_STATIC,LIRCMOP10,F22_MG_STATIC,0,COMPLETE,INCLUDED,0.07853664206086423,0.11349778941720297,,0
r8c-0541-7149fabfbf4d3e2d,541,E1_STATIC,LIRCMOP10,MATCHED_FIXED_DE_PARETO,0,COMPLETE,INCLUDED,0.28712222858541564,0.4626872072320589,,0
r8c-0542-7d421f4f2922089b,542,E1_STATIC,LIRCMOP10,MATCHED_JDE_STYLE_PARETO,0,COMPLETE,INCLUDED,0.08531258157616643,0.10961914046751553,,0
r8c-0543-43a68b6b5a2d2278,543,E1_STATIC,LIRCMOP10,MATCHED_SHADE_STYLE_PARETO,0,COMPLETE,INCLUDED,0.2862026562986431,0.4122976843168107,,0
r8c-0544-f2031ad9aa663d52,544,E1_STATIC,LIRCMOP10,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,0,COMPLETE,INCLUDED,0.036213192573324705,0.05132048304666301,,0
r8c-0545-c96e389fbc574ff4,545,E1_STATIC,LIRCMOP10,JMETALPY_1_7_NSGAII_STATIC_CMOEA,0,COMPLETE,INCLUDED,0.054956145516903795,0.09988128370591286,,0
r8c-0546-1374da57a66d1a6f,546,E1_STATIC,LIRCMOP10,F22_MG_STATIC,1,COMPLETE,INCLUDED,0.1916905208448133,0.4339275280867034,,0
r8c-0547-559f2cbb3420e7e1,547,E1_STATIC,LIRCMOP10,MATCHED_FIXED_DE_PARETO,1,COMPLETE,INCLUDED,0.33438864473558255,0.4355155207104225,,0
r8c-0548-74d87a3616277528,548,E1_STATIC,LIRCMOP10,MATCHED_JDE_STYLE_PARETO,1,COMPLETE,INCLUDED,0.2910214277362233,0.4810722945623196,,0
r8c-0549-860819fce3f515ad,549,E1_STATIC,LIRCMOP10,MATCHED_SHADE_STYLE_PARETO,1,COMPLETE,INCLUDED,0.27028224960972785,0.4412893595967579,,0
r8c-0550-16bb65f4d7a3eb10,550,E1_STATIC,LIRCMOP10,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,1,COMPLETE,INCLUDED,0.06863526261854086,0.09524237464361426,,0
r8c-0551-ed8175168f2e71ae,551,E1_STATIC,LIRCMOP10,JMETALPY_1_7_NSGAII_STATIC_CMOEA,1,COMPLETE,INCLUDED,0.23162684098052952,0.46664955773567984,,0
r8c-0552-74b9a8aa71cdeca9,552,E1_STATIC,LIRCMOP10,F22_MG_STATIC,2,COMPLETE,INCLUDED,0.26395887108471155,0.4677915764064914,,0
r8c-0553-c653bb99e9a91a65,553,E1_STATIC,LIRCMOP10,MATCHED_FIXED_DE_PARETO,2,COMPLETE,INCLUDED,0.280911183186963,0.43885870041297165,,0
r8c-0554-f29e62caa3ab9f91,554,E1_STATIC,LIRCMOP10,MATCHED_JDE_STYLE_PARETO,2,COMPLETE,INCLUDED,0.08030614549374289,0.10128421420271308,,0
r8c-0555-643960c4c2d3acbc,555,E1_STATIC,LIRCMOP10,MATCHED_SHADE_STYLE_PARETO,2,COMPLETE,INCLUDED,0.07426637305434668,0.09090850706618303,,0
r8c-0556-0cd7a8b5cabbe8d6,556,E1_STATIC,LIRCMOP10,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,2,COMPLETE,INCLUDED,0.3332742030269851,0.432525665578443,,0
r8c-0557-b437eb9fb64b1440,557,E1_STATIC,LIRCMOP10,JMETALPY_1_7_NSGAII_STATIC_CMOEA,2,COMPLETE,INCLUDED,0.0682802886075992,0.11341401698796887,,0
r8c-0558-3da4981a16cb515d,558,E1_STATIC,LIRCMOP10,F22_MG_STATIC,3,COMPLETE,INCLUDED,0.16446145797875608,0.42711958794291655,,0
r8c-0559-f45f11522b301fed,559,E1_STATIC,LIRCMOP10,MATCHED_FIXED_DE_PARETO,3,COMPLETE,INCLUDED,0.32297654962070577,0.4380004366923184,,0
r8c-0560-35fbb46aedf194fd,560,E1_STATIC,LIRCMOP10,MATCHED_JDE_STYLE_PARETO,3,COMPLETE,INCLUDED,0.0843504805508385,0.1726964920638502,,0
r8c-0561-b3f94da15373faa1,561,E1_STATIC,LIRCMOP10,MATCHED_SHADE_STYLE_PARETO,3,COMPLETE,INCLUDED,0.2772345267728242,0.425009007332332,,0
r8c-0562-6ac90be68d9e9b04,562,E1_STATIC,LIRCMOP10,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,3,COMPLETE,INCLUDED,0.30329604137908395,0.44482187006345597,,0
r8c-0563-dc95e00201acf7d1,563,E1_STATIC,LIRCMOP10,JMETALPY_1_7_NSGAII_STATIC_CMOEA,3,COMPLETE,INCLUDED,0.05410990792610067,0.09066750442299912,,0
r8c-0564-df37f037a7c48a63,564,E1_STATIC,LIRCMOP10,F22_MG_STATIC,4,COMPLETE,INCLUDED,0.3077970168317883,0.46899679818258655,,0
r8c-0565-1714cfcddc039817,565,E1_STATIC,LIRCMOP10,MATCHED_FIXED_DE_PARETO,4,COMPLETE,INCLUDED,0.3168620574535192,0.42864495461467556,,0
r8c-0566-53c5978ac44ab95c,566,E1_STATIC,LIRCMOP10,MATCHED_JDE_STYLE_PARETO,4,COMPLETE,INCLUDED,0.09233175151894532,0.1995050050359204,,0
r8c-0567-3c606ec9e84c1196,567,E1_STATIC,LIRCMOP10,MATCHED_SHADE_STYLE_PARETO,4,COMPLETE,INCLUDED,0.27236782844506846,0.4261852400019393,,0
r8c-0568-2cc748dad399d4a4,568,E1_STATIC,LIRCMOP10,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,4,COMPLETE,INCLUDED,0.29561485039681995,0.44058880934758043,,0
r8c-0569-bd173925bcb51949,569,E1_STATIC,LIRCMOP10,JMETALPY_1_7_NSGAII_STATIC_CMOEA,4,COMPLETE,INCLUDED,0.1234408952908448,0.4340583342004767,,0
r8c-0570-c8b3287aa70ae0d3,570,E1_STATIC,LIRCMOP10,F22_MG_STATIC,5,COMPLETE,INCLUDED,0.3495733865779005,0.4805317436557681,,0
r8c-0571-60aa72c2ff3e8256,571,E1_STATIC,LIRCMOP10,MATCHED_FIXED_DE_PARETO,5,COMPLETE,INCLUDED,0.3188598299568142,0.43129273569519444,,0
r8c-0572-7e0834dc8595c26f,572,E1_STATIC,LIRCMOP10,MATCHED_JDE_STYLE_PARETO,5,COMPLETE,INCLUDED,0.14161843532064688,0.2317779402740686,,0
r8c-0573-9f97a1460aacee7e,573,E1_STATIC,LIRCMOP10,MATCHED_SHADE_STYLE_PARETO,5,COMPLETE,INCLUDED,0.18192443038281042,0.2959809760090531,,0
r8c-0574-b361d7bc2c1e5b8c,574,E1_STATIC,LIRCMOP10,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,5,COMPLETE,INCLUDED,0.31335893128002373,0.43459880788139627,,0
r8c-0575-dcf2072a25ac9923,575,E1_STATIC,LIRCMOP10,JMETALPY_1_7_NSGAII_STATIC_CMOEA,5,COMPLETE,INCLUDED,0.05751796275255478,0.10322390008786916,,0
r8c-0576-92cd69b6d7a9c322,576,E1_STATIC,LIRCMOP10,F22_MG_STATIC,6,COMPLETE,INCLUDED,0.2981630944426053,0.4694873648412917,,0
r8c-0577-4535a3c28c0d96de,577,E1_STATIC,LIRCMOP10,MATCHED_FIXED_DE_PARETO,6,COMPLETE,INCLUDED,0.1414258302927304,0.1811423038050156,,0
r8c-0578-69bdd554a2bb965c,578,E1_STATIC,LIRCMOP10,MATCHED_JDE_STYLE_PARETO,6,COMPLETE,INCLUDED,0.29470296628178044,0.48202677269371347,,0
r8c-0579-ede25f4f9d8e3a0b,579,E1_STATIC,LIRCMOP10,MATCHED_SHADE_STYLE_PARETO,6,COMPLETE,INCLUDED,0.2515225353377554,0.4590929082705557,,0
r8c-0580-fa614ce4b0a5839d,580,E1_STATIC,LIRCMOP10,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,6,COMPLETE,INCLUDED,0.13669757444521333,0.2970901803178874,,0
r8c-0581-8e6f5e41d43c74d7,581,E1_STATIC,LIRCMOP10,JMETALPY_1_7_NSGAII_STATIC_CMOEA,6,COMPLETE,INCLUDED,0.1400628557522735,0.2696794713499111,,0
r8c-0582-e9b7d795ea311273,582,E1_STATIC,LIRCMOP10,F22_MG_STATIC,7,COMPLETE,INCLUDED,0.12606717136842868,0.44945178951481984,,0
r8c-0583-4d5859eb59e65cd1,583,E1_STATIC,LIRCMOP10,MATCHED_FIXED_DE_PARETO,7,COMPLETE,INCLUDED,0.310857535847972,0.4594237762381536,,0
r8c-0584-d5ec10ff272974e1,584,E1_STATIC,LIRCMOP10,MATCHED_JDE_STYLE_PARETO,7,COMPLETE,INCLUDED,0.1751820754869384,0.42035581316782766,,0
r8c-0585-8a5f5d78af6c7f51,585,E1_STATIC,LIRCMOP10,MATCHED_SHADE_STYLE_PARETO,7,COMPLETE,INCLUDED,0.2950969500641486,0.4158427008650504,,0
r8c-0586-69534f7bdc8e6464,586,E1_STATIC,LIRCMOP10,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,7,COMPLETE,INCLUDED,0.13651328395159698,0.18004172343952746,,0
r8c-0587-348b84656fa6357a,587,E1_STATIC,LIRCMOP10,JMETALPY_1_7_NSGAII_STATIC_CMOEA,7,COMPLETE,INCLUDED,0.05784855545280412,0.09459814265021259,,0
r8c-0588-34e6a6eca2a3570b,588,E1_STATIC,LIRCMOP10,F22_MG_STATIC,8,COMPLETE,INCLUDED,0.09025840103603118,0.11606455863608324,,0
r8c-0589-58ab845f72e27bcc,589,E1_STATIC,LIRCMOP10,MATCHED_FIXED_DE_PARETO,8,COMPLETE,INCLUDED,0.20112929221786174,0.2831746487100662,,0
r8c-0590-30247401e2635ff1,590,E1_STATIC,LIRCMOP10,MATCHED_JDE_STYLE_PARETO,8,COMPLETE,INCLUDED,0.3247780057564816,0.48215790059819424,,0
r8c-0591-cdaef0862440af19,591,E1_STATIC,LIRCMOP10,MATCHED_SHADE_STYLE_PARETO,8,COMPLETE,INCLUDED,0.2517798017267169,0.41249382970845505,,0
r8c-0592-cc0035e145166853,592,E1_STATIC,LIRCMOP10,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,8,COMPLETE,INCLUDED,0.18539264762469165,0.2928831007798508,,0
r8c-0593-faba075faf7c2d79,593,E1_STATIC,LIRCMOP10,JMETALPY_1_7_NSGAII_STATIC_CMOEA,8,COMPLETE,INCLUDED,0.06604971773858997,0.10237368247292578,,0
r8c-0594-5ba55930f74bc234,594,E1_STATIC,LIRCMOP10,F22_MG_STATIC,9,COMPLETE,INCLUDED,0.3381272124563319,0.47131038789131513,,0
r8c-0595-88bf396b10049499,595,E1_STATIC,LIRCMOP10,MATCHED_FIXED_DE_PARETO,9,COMPLETE,INCLUDED,0.17873836433262358,0.46746153313129435,,0
r8c-0596-61b3bde5150b6baa,596,E1_STATIC,LIRCMOP10,MATCHED_JDE_STYLE_PARETO,9,COMPLETE,INCLUDED,0.08261535931516045,0.11099185611325472,,0
r8c-0597-18cccf75216a4217,597,E1_STATIC,LIRCMOP10,MATCHED_SHADE_STYLE_PARETO,9,COMPLETE,INCLUDED,0.20245593132991163,0.4350765566790811,,0
r8c-0598-ad3b54e245c56fb0,598,E1_STATIC,LIRCMOP10,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,9,COMPLETE,INCLUDED,0.32916131552335604,0.4453912563359015,,0
r8c-0599-6a71e0424dfba217,599,E1_STATIC,LIRCMOP10,JMETALPY_1_7_NSGAII_STATIC_CMOEA,9,COMPLETE,INCLUDED,0.045690530667221244,0.062105648808064684,,0
r8c-0600-4b2d00693f815787,600,E1_STATIC,LIRCMOP11,F22_MG_STATIC,0,COMPLETE,INCLUDED,0.28211114615879174,0.5107908911415376,,0
r8c-0601-6b3362f0ff8bfa3b,601,E1_STATIC,LIRCMOP11,MATCHED_FIXED_DE_PARETO,0,COMPLETE,INCLUDED,0.16138960688607815,0.24067550062416304,,0
r8c-0602-8957553348780bc8,602,E1_STATIC,LIRCMOP11,MATCHED_JDE_STYLE_PARETO,0,COMPLETE,INCLUDED,0.15079688286898218,0.18870314739305813,,0
r8c-0603-ca3299c80314bd58,603,E1_STATIC,LIRCMOP11,MATCHED_SHADE_STYLE_PARETO,0,COMPLETE,INCLUDED,0.16322520284313205,0.22014877269012167,,0
r8c-0604-152ee200d06658d9,604,E1_STATIC,LIRCMOP11,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,0,COMPLETE,INCLUDED,0.1660405324502222,0.24435059352079241,,0
r8c-0605-1133ba9e27bd2a7d,605,E1_STATIC,LIRCMOP11,JMETALPY_1_7_NSGAII_STATIC_CMOEA,0,COMPLETE,INCLUDED,0.1705319928182195,0.2244530031340657,,0
r8c-0606-e3c43ff4030f1a88,606,E1_STATIC,LIRCMOP11,F22_MG_STATIC,1,COMPLETE,INCLUDED,0.38858288087838094,0.4645722699281934,,0
r8c-0607-6b443c02cfb63126,607,E1_STATIC,LIRCMOP11,MATCHED_FIXED_DE_PARETO,1,COMPLETE,INCLUDED,0.38680427360064146,0.48476122093284496,,0
r8c-0608-7773d2e8242cd548,608,E1_STATIC,LIRCMOP11,MATCHED_JDE_STYLE_PARETO,1,COMPLETE,INCLUDED,0.15456367321322753,0.19392558809855207,,0
r8c-0609-186542c7ee8ded42,609,E1_STATIC,LIRCMOP11,MATCHED_SHADE_STYLE_PARETO,1,COMPLETE,INCLUDED,0.35280746691031756,0.4985657376505119,,0
r8c-0610-ea8a414d5cdb9ce9,610,E1_STATIC,LIRCMOP11,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,1,COMPLETE,INCLUDED,0.16178516939789947,0.226781887223573,,0
r8c-0611-d214304036ff5d09,611,E1_STATIC,LIRCMOP11,JMETALPY_1_7_NSGAII_STATIC_CMOEA,1,COMPLETE,INCLUDED,0.32130553099961945,0.4041767695400319,,0
r8c-0612-0545f3f58416b908,612,E1_STATIC,LIRCMOP11,F22_MG_STATIC,2,COMPLETE,INCLUDED,0.2699863641044153,0.40464957920684336,,0
r8c-0613-ed971867fa5d2435,613,E1_STATIC,LIRCMOP11,MATCHED_FIXED_DE_PARETO,2,COMPLETE,INCLUDED,0.3384611921902675,0.46656812225139954,,0
r8c-0614-caaec07c72194cb1,614,E1_STATIC,LIRCMOP11,MATCHED_JDE_STYLE_PARETO,2,COMPLETE,INCLUDED,0.1530028922560658,0.23723020486299465,,0
r8c-0615-dfa744dfb03b99aa,615,E1_STATIC,LIRCMOP11,MATCHED_SHADE_STYLE_PARETO,2,COMPLETE,INCLUDED,0.212472480267466,0.420948958560027,,0
r8c-0616-72dc68f59c8ce5a1,616,E1_STATIC,LIRCMOP11,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,2,COMPLETE,INCLUDED,0.40861478449461947,0.4722670954367883,,0
r8c-0617-30ca84105be5d3d4,617,E1_STATIC,LIRCMOP11,JMETALPY_1_7_NSGAII_STATIC_CMOEA,2,COMPLETE,INCLUDED,0.17574739330097364,0.2227613694491744,,0
r8c-0618-c6b31a6602af215a,618,E1_STATIC,LIRCMOP11,F22_MG_STATIC,3,COMPLETE,INCLUDED,0.16682884897267058,0.2564638768737224,,0
r8c-0619-7994061d5728e908,619,E1_STATIC,LIRCMOP11,MATCHED_FIXED_DE_PARETO,3,COMPLETE,INCLUDED,0.35053656260121496,0.49192253790932544,,0
r8c-0620-b1867e9067e4b4dc,620,E1_STATIC,LIRCMOP11,MATCHED_JDE_STYLE_PARETO,3,COMPLETE,INCLUDED,0.16860005612288737,0.2626386924140746,,0
r8c-0621-4f92e2e9747bbddb,621,E1_STATIC,LIRCMOP11,MATCHED_SHADE_STYLE_PARETO,3,COMPLETE,INCLUDED,0.35497122807547926,0.4710213304658816,,0
r8c-0622-6c17fba2435f70d0,622,E1_STATIC,LIRCMOP11,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,3,COMPLETE,INCLUDED,0.18423186317018433,0.230708019398687,,0
r8c-0623-bd40c4c55be92f69,623,E1_STATIC,LIRCMOP11,JMETALPY_1_7_NSGAII_STATIC_CMOEA,3,COMPLETE,INCLUDED,0.18472781835964963,0.22477137344994325,,0
r8c-0624-b06901ab86fb9ea9,624,E1_STATIC,LIRCMOP11,F22_MG_STATIC,4,COMPLETE,INCLUDED,0.39175106072154753,0.4712654372791394,,0
r8c-0625-d6eadfcfda9d3d05,625,E1_STATIC,LIRCMOP11,MATCHED_FIXED_DE_PARETO,4,COMPLETE,INCLUDED,0.36636026226514196,0.4722380939122176,,0
r8c-0626-f89a7a31bc983592,626,E1_STATIC,LIRCMOP11,MATCHED_JDE_STYLE_PARETO,4,COMPLETE,INCLUDED,0.18035528648206067,0.21816054795870266,,0
r8c-0627-2c495d66f958a28c,627,E1_STATIC,LIRCMOP11,MATCHED_SHADE_STYLE_PARETO,4,COMPLETE,INCLUDED,0.2940490038956421,0.4415842886253987,,0
r8c-0628-61d50258bd9dcb72,628,E1_STATIC,LIRCMOP11,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,4,COMPLETE,INCLUDED,0.18463918234617474,0.2469767253250017,,0
r8c-0629-62975b4f106701d3,629,E1_STATIC,LIRCMOP11,JMETALPY_1_7_NSGAII_STATIC_CMOEA,4,COMPLETE,INCLUDED,0.18987103080092904,0.2250951056944721,,0
r8c-0630-d751fcf8faf0c3c3,630,E1_STATIC,LIRCMOP11,F22_MG_STATIC,5,COMPLETE,INCLUDED,0.2801843899325175,0.4642547797711865,,0
r8c-0631-0ec45aa40da351f3,631,E1_STATIC,LIRCMOP11,MATCHED_FIXED_DE_PARETO,5,COMPLETE,INCLUDED,0.3774900271676328,0.47259247716075103,,0
r8c-0632-265135f0effd0b47,632,E1_STATIC,LIRCMOP11,MATCHED_JDE_STYLE_PARETO,5,COMPLETE,INCLUDED,0.283970292604989,0.3911839170966058,,0
r8c-0633-cd3be2067a694106,633,E1_STATIC,LIRCMOP11,MATCHED_SHADE_STYLE_PARETO,5,COMPLETE,INCLUDED,0.1834641895397447,0.2380204664857776,,0
r8c-0634-0a6dc35281e97e4c,634,E1_STATIC,LIRCMOP11,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,5,COMPLETE,INCLUDED,0.3283411412498846,0.4685270430061105,,0
r8c-0635-5cce19308cf6f215,635,E1_STATIC,LIRCMOP11,JMETALPY_1_7_NSGAII_STATIC_CMOEA,5,COMPLETE,INCLUDED,0.18777606802635313,0.22252965917087575,,0
r8c-0636-ae433ef3a326aacd,636,E1_STATIC,LIRCMOP11,F22_MG_STATIC,6,COMPLETE,INCLUDED,0.41365417450395775,0.4725800009938787,,0
r8c-0637-1824d8de6b4d3a80,637,E1_STATIC,LIRCMOP11,MATCHED_FIXED_DE_PARETO,6,COMPLETE,INCLUDED,0.30167978892779945,0.4733808155304176,,0
r8c-0638-d53b2237c9e71ac7,638,E1_STATIC,LIRCMOP11,MATCHED_JDE_STYLE_PARETO,6,COMPLETE,INCLUDED,0.2577770660444968,0.39750070372354185,,0
r8c-0639-a81bf7a01e2132a1,639,E1_STATIC,LIRCMOP11,MATCHED_SHADE_STYLE_PARETO,6,COMPLETE,INCLUDED,0.2478016804047422,0.34395493664644416,,0
r8c-0640-93d1e97e01551660,640,E1_STATIC,LIRCMOP11,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,6,COMPLETE,INCLUDED,0.28695967839385533,0.44912285840088495,,0
r8c-0641-ad111bce53fd698d,641,E1_STATIC,LIRCMOP11,JMETALPY_1_7_NSGAII_STATIC_CMOEA,6,COMPLETE,INCLUDED,0.1456286713521393,0.2234993661644041,,0
r8c-0642-d7aea27b2078ddf4,642,E1_STATIC,LIRCMOP11,F22_MG_STATIC,7,COMPLETE,INCLUDED,0.1906469161124426,0.3888593430995118,,0
r8c-0643-216008577282e4f3,643,E1_STATIC,LIRCMOP11,MATCHED_FIXED_DE_PARETO,7,COMPLETE,INCLUDED,0.3471189246102316,0.4720847976744966,,0
r8c-0644-fc389e358c4d9beb,644,E1_STATIC,LIRCMOP11,MATCHED_JDE_STYLE_PARETO,7,COMPLETE,INCLUDED,0.1866487372017239,0.25446985018056045,,0
r8c-0645-80598c0dea426483,645,E1_STATIC,LIRCMOP11,MATCHED_SHADE_STYLE_PARETO,7,COMPLETE,INCLUDED,0.3627874650169445,0.47218516130677063,,0
r8c-0646-98bb86fab0f814b1,646,E1_STATIC,LIRCMOP11,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,7,COMPLETE,INCLUDED,0.17670064699504837,0.24842354612580567,,0
r8c-0647-f1495cd1bdf1cfc6,647,E1_STATIC,LIRCMOP11,JMETALPY_1_7_NSGAII_STATIC_CMOEA,7,COMPLETE,INCLUDED,0.17080220306453678,0.22045281219672846,,0
r8c-0648-5d5ee7ac9eea2358,648,E1_STATIC,LIRCMOP11,F22_MG_STATIC,8,COMPLETE,INCLUDED,0.1471774647387874,0.20364901160808357,,0
r8c-0649-cc2661649afc752a,649,E1_STATIC,LIRCMOP11,MATCHED_FIXED_DE_PARETO,8,COMPLETE,INCLUDED,0.2456640591026778,0.3727399187095044,,0
r8c-0650-a41adb8d9d746077,650,E1_STATIC,LIRCMOP11,MATCHED_JDE_STYLE_PARETO,8,COMPLETE,INCLUDED,0.30183496327992504,0.45749522459747405,,0
r8c-0651-0907090b95f17775,651,E1_STATIC,LIRCMOP11,MATCHED_SHADE_STYLE_PARETO,8,COMPLETE,INCLUDED,0.3174059157478356,0.4707554757638846,,0
r8c-0652-c768385726b1981c,652,E1_STATIC,LIRCMOP11,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,8,COMPLETE,INCLUDED,0.24865706995335227,0.39140774161199104,,0
r8c-0653-c4175178f7e536be,653,E1_STATIC,LIRCMOP11,JMETALPY_1_7_NSGAII_STATIC_CMOEA,8,COMPLETE,INCLUDED,0.1774700180292735,0.2244662330026175,,0
r8c-0654-53e2d6cbbd89b8ac,654,E1_STATIC,LIRCMOP11,F22_MG_STATIC,9,COMPLETE,INCLUDED,0.2678977016729072,0.35488221100846346,,0
r8c-0655-fbe583f4251cd9bd,655,E1_STATIC,LIRCMOP11,MATCHED_FIXED_DE_PARETO,9,COMPLETE,INCLUDED,0.30475365203300875,0.460124426812409,,0
r8c-0656-49519783c190f578,656,E1_STATIC,LIRCMOP11,MATCHED_JDE_STYLE_PARETO,9,COMPLETE,INCLUDED,0.13065753233301775,0.17199724887097712,,0
r8c-0657-47f0969c976c869b,657,E1_STATIC,LIRCMOP11,MATCHED_SHADE_STYLE_PARETO,9,COMPLETE,INCLUDED,0.13497980421314867,0.21321211631205542,,0
r8c-0658-e819cfb98840c007,658,E1_STATIC,LIRCMOP11,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,9,COMPLETE,INCLUDED,0.3873913168672702,0.49142941633695625,,0
r8c-0659-125be108c5a9f94f,659,E1_STATIC,LIRCMOP11,JMETALPY_1_7_NSGAII_STATIC_CMOEA,9,COMPLETE,INCLUDED,0.17543897383067386,0.22324035257400535,,0
r8c-0660-33af3f34294f3549,660,E1_STATIC,LIRCMOP12,F22_MG_STATIC,0,COMPLETE,INCLUDED,0.2159592019698374,0.3377450592544513,,0
r8c-0661-24e965bc9c56fd39,661,E1_STATIC,LIRCMOP12,MATCHED_FIXED_DE_PARETO,0,COMPLETE,INCLUDED,0.26075776204033013,0.4036990775617981,,0
r8c-0662-a9544278dc9f99c7,662,E1_STATIC,LIRCMOP12,MATCHED_JDE_STYLE_PARETO,0,COMPLETE,INCLUDED,0.2740509240676433,0.35363628347532305,,0
r8c-0663-fa80fe6297779958,663,E1_STATIC,LIRCMOP12,MATCHED_SHADE_STYLE_PARETO,0,COMPLETE,INCLUDED,0.22828388359491847,0.3388242200686612,,0
r8c-0664-b1b371a0629c8302,664,E1_STATIC,LIRCMOP12,JMETALPY_1_7_GDE3_STANDARD_PARETO_DE,0,COMPLETE,INCLUDED,0.2996397717534634,0.40054415722439174,,0
