workload_id,unit_id,replicate_index,full_task_id,full_method_id,comparator_task_id,comparator_method_id,pair_status,negative_transfer_rate,negative_transfer_event_count,paired_post_initial_event_count,strict_difference_threshold
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF1/CDF-MILD,3,r8c-0888-756a00070d0409e0,DT-RAMDE_TS2_FULL,r8c-2761-35ab330e7dd270f7,CROSS_EVENT_MEMORY_ONLY,INCLUDED,0.0,0,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF1/CDF-MILD,3,r8c-0888-756a00070d0409e0,DT-RAMDE_TS2_FULL,r8c-2762-e7a6634de12120d5,SHADE_ONLY,INCLUDED,0.0,0,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF1/CDF-MILD,4,r8c-0894-1b54b8d000ac4e61,DT-RAMDE_TS2_FULL,r8c-2763-1c7e7bc53c10888c,NO_CROSS_EVENT_MEMORY,INCLUDED,0.0,0,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF1/CDF-MILD,4,r8c-0894-1b54b8d000ac4e61,DT-RAMDE_TS2_FULL,r8c-2764-8990aafc5b8ee7a1,NO_REJECTION_CREDIT,INCLUDED,0.1864406779661017,11,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF1/CDF-MILD,4,r8c-0894-1b54b8d000ac4e61,DT-RAMDE_TS2_FULL,r8c-2765-8821c6c0b8b93063,NO_MEMORY_RESET_GATE,INCLUDED,0.1694915254237288,10,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF1/CDF-MILD,4,r8c-0894-1b54b8d000ac4e61,DT-RAMDE_TS2_FULL,r8c-2766-5765fa964d98082a,NO_LINEAGE_CREDIT,INCLUDED,0.3220338983050847,19,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF1/CDF-MILD,4,r8c-0894-1b54b8d000ac4e61,DT-RAMDE_TS2_FULL,r8c-2767-598b03e33b97e813,CROSS_EVENT_WARM_START_ONLY,INCLUDED,0.11864406779661017,7,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF1/CDF-MILD,4,r8c-0894-1b54b8d000ac4e61,DT-RAMDE_TS2_FULL,r8c-2768-567c03b9176d5740,CROSS_EVENT_MEMORY_ONLY,INCLUDED,0.0,0,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF1/CDF-MILD,4,r8c-0894-1b54b8d000ac4e61,DT-RAMDE_TS2_FULL,r8c-2769-255f0e5dc3ac3df2,SHADE_ONLY,INCLUDED,0.0,0,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,0,r8c-0900-844237da159dd0dd,DT-RAMDE_TS2_FULL,r8c-2770-f3bf5600d6f48548,NO_CROSS_EVENT_MEMORY,INCLUDED,0.0,0,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,0,r8c-0900-844237da159dd0dd,DT-RAMDE_TS2_FULL,r8c-2771-e6e85a4e9c5bc362,NO_REJECTION_CREDIT,INCLUDED,0.4576271186440678,27,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,0,r8c-0900-844237da159dd0dd,DT-RAMDE_TS2_FULL,r8c-2772-cf5a242c4c60d865,NO_MEMORY_RESET_GATE,INCLUDED,0.5084745762711864,30,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,0,r8c-0900-844237da159dd0dd,DT-RAMDE_TS2_FULL,r8c-2773-87b26973529be611,NO_LINEAGE_CREDIT,INCLUDED,0.23728813559322035,14,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,0,r8c-0900-844237da159dd0dd,DT-RAMDE_TS2_FULL,r8c-2774-22599abce350a404,CROSS_EVENT_WARM_START_ONLY,INCLUDED,0.2711864406779661,16,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,0,r8c-0900-844237da159dd0dd,DT-RAMDE_TS2_FULL,r8c-2775-b4179a1f07031294,CROSS_EVENT_MEMORY_ONLY,INCLUDED,0.0,0,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,0,r8c-0900-844237da159dd0dd,DT-RAMDE_TS2_FULL,r8c-2776-ee6f3f54174c5fff,SHADE_ONLY,INCLUDED,0.0,0,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,1,r8c-0906-6f53905ea9b1870e,DT-RAMDE_TS2_FULL,r8c-2777-5360f5b5d9c5d690,NO_CROSS_EVENT_MEMORY,INCLUDED,0.0,0,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,1,r8c-0906-6f53905ea9b1870e,DT-RAMDE_TS2_FULL,r8c-2778-65f6eed498f81823,NO_REJECTION_CREDIT,INCLUDED,0.3728813559322034,22,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,1,r8c-0906-6f53905ea9b1870e,DT-RAMDE_TS2_FULL,r8c-2779-649bae5a54da7a4e,NO_MEMORY_RESET_GATE,INCLUDED,0.2542372881355932,15,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,1,r8c-0906-6f53905ea9b1870e,DT-RAMDE_TS2_FULL,r8c-2780-52eccaee87649202,NO_LINEAGE_CREDIT,INCLUDED,0.3728813559322034,22,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,1,r8c-0906-6f53905ea9b1870e,DT-RAMDE_TS2_FULL,r8c-2781-5c909c028c2fb3b0,CROSS_EVENT_WARM_START_ONLY,INCLUDED,0.1864406779661017,11,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,1,r8c-0906-6f53905ea9b1870e,DT-RAMDE_TS2_FULL,r8c-2782-0a2400f802dde3ba,CROSS_EVENT_MEMORY_ONLY,INCLUDED,0.0,0,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,1,r8c-0906-6f53905ea9b1870e,DT-RAMDE_TS2_FULL,r8c-2783-457bbae7d001671c,SHADE_ONLY,INCLUDED,0.0,0,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,2,r8c-0912-a0c05c6d510300a9,DT-RAMDE_TS2_FULL,r8c-2784-8846d650d446ebce,NO_CROSS_EVENT_MEMORY,INCLUDED,0.0,0,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,2,r8c-0912-a0c05c6d510300a9,DT-RAMDE_TS2_FULL,r8c-2785-9c8c836d82d2abb8,NO_REJECTION_CREDIT,INCLUDED,0.3898305084745763,23,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,2,r8c-0912-a0c05c6d510300a9,DT-RAMDE_TS2_FULL,r8c-2786-4aa132889cb9f346,NO_MEMORY_RESET_GATE,INCLUDED,0.3389830508474576,20,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,2,r8c-0912-a0c05c6d510300a9,DT-RAMDE_TS2_FULL,r8c-2787-53c26de34944d4fd,NO_LINEAGE_CREDIT,INCLUDED,0.6440677966101694,38,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,2,r8c-0912-a0c05c6d510300a9,DT-RAMDE_TS2_FULL,r8c-2788-d67347d51437a088,CROSS_EVENT_WARM_START_ONLY,INCLUDED,0.2542372881355932,15,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,2,r8c-0912-a0c05c6d510300a9,DT-RAMDE_TS2_FULL,r8c-2789-da2fce48977e68db,CROSS_EVENT_MEMORY_ONLY,INCLUDED,0.0,0,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,2,r8c-0912-a0c05c6d510300a9,DT-RAMDE_TS2_FULL,r8c-2790-c998a5400a96b5ff,SHADE_ONLY,INCLUDED,0.0,0,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,3,r8c-0918-06d3e07991487998,DT-RAMDE_TS2_FULL,r8c-2791-a8b796313a4326bc,NO_CROSS_EVENT_MEMORY,INCLUDED,0.0,0,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,3,r8c-0918-06d3e07991487998,DT-RAMDE_TS2_FULL,r8c-2792-f8e68028b5c5e43d,NO_REJECTION_CREDIT,INCLUDED,0.2542372881355932,15,59,-0.01
E2_DYNAMIC_INCREMENTAL_AFTER_FULL_REUSE,CDF2/CDF-HARSH,3,r8c-0918-06d3e07991487998,DT-RAMDE_TS2_FULL,r8c-2793-c363403f8c02db34,NO_MEMORY_RESET_GATE,INCLUDED,0.3728813559322034,22,59,-0.01
